"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"43","CEMRO News Souvenir 1974","

        This is an annual newsletter/souvenir published by CEMRO, a social service organisation spearheaded by Murad Jayah, Husain Jayah’s father. The souvenirs contain an editorial, articles of interest to the Sri Lanka Malay community about fellow Sri Lankan Malays or Malays abroad, annual reports of CEMRO’s activities, and photos of such activities. Also contain many advertisements. Physical characteristics of original material: Good condition. Dimensions: L 24.5 W 19 H 0.2. Extent and format of original material: newsletter, 102 folios. Custodial history: Inherited from Husain Jayah's father, Mr. Murad Jayah. Owner of original material: Husain Jayah.

                  
            
              
              View images from this file (102)
            
          
              ","EAP609/8/3","102 TIFF images","File","English","Latin","1974","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_8_3/1.jp2/full/!600,300/0/default.jpg"
"44","CEMRO News Souvenir 1975-1976","

        This is an annual newsletter/souvenir published by CEMRO, a social service organisation spearheaded by Murad Jayah, Husain Jayah’s father. The souvenirs contain an editorial, articles of interest to the Sri Lanka Malay community about fellow Sri Lankan Malays or Malays abroad, annual reports of CEMRO’s activities, and photos of such activities. Also contain many advertisements. Physical characteristics of original material: Good condition. Dimensions: L 24.5 W 19 H 0.2. Extent and format of original material: newsletter, 76 folios. Custodial history: Inherited from Husain Jayah's father, Mr. Murad Jayah. Owner of original material: Husain Jayah.

                  
            
              
              View images from this file (76)
            
          
              ","EAP609/8/4","76 TIFF images","File","English","Latin","1975-1976","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_8_4/1.jp2/full/!600,300/0/default.jpg"
"45","Jubilee Book of Colombo Malay Cricket Club","

        Book published by the CMCC on the occasion of the 50th anniversary of this association. Contains lists of activities conducted by the CMCC, the CMCC’s performance in cricket, and also various articles by Malays and non-Malays regarding the Malay community of Sri Lanka. Also interesting are the photos of various notable Malays of the day who were linked to the CMCC and the advertisements that appear in the book. Physical characteristics of original material: Maroon coloured cover. Pages falling apart. In fragile condition, held together by a rubber band. Dimensions: L 21 W 14 H 3. Extent and format of original material: book, 246 folios. Custodial history: Inherited from Husain Jayah's father, Mr. Murad Jayah. Owner of original material: Husain Jayah.

                  
            
              
              View images from this file (270)
            
          
              ","EAP609/8/5","270 TIFF images","File","English","Latin","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_8_5/1.jp2/full/!600,300/0/default.jpg"
"46","Khotba Book","

        A manuscript containing sermons presented at the Wekande Mosque in Slave Island, Colombo, by Muhammad Tajudin Tamim Ameer (1904-1972), grandfather of present owner. Includes special sermons for Idul Fitr and Idul Adha. In Arabic, Gundul, and Arabu-Tamil script. Physical characteristics of original material: Relatively good. Bound. Some pages disconnected. Some ink very clear, other parts a bit faded. Dimensions: L 20 W 12 H 2. Extent and format of original material: manuscript, 219 folios. Custodial history: Inherited from Muzni Ameer's father, Muhammad Faiz Ameer (d. 1981). Book has been kept at Wekande Mosque. Owner of original material: Muzni Ameer.

                  
            
              
              View images from this file (229)
            
          
              ","EAP609/9/1","229 TIFF images","File","Arabic, Malay, Tamil","Arabic","1940s?","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_9_1/1.jp2/full/!600,300/0/default.jpg"
"47","Arabu-Tamil Compendium","

        A Compendium of texts written in Arabu-Tamil, including explications of many Quranic suras and stories of the prophets, with notes based on khotbas on page margins. Final ten pages written in different hand. Physical characteristics of original material: Title page missing, no binding, pages barely holding together. Some falling out. Dimensions: L 33 W 20.5 H 3. Extent and format of original material: manuscript, 486 folios. Custodial history: Inherited by Muhaj Hamin's wife, Maas Syrni Sookoor, from her mother Raden Jawi Cuttilan. On page 456 there is note saying that Tuan Muhammed Maas Misbahu Cuttilan owned/wrote the manuscript and that the writing was completed in 1324 Hijri. Owner of original material: Muhaj Hamin.

                  
            
              
              View images from this file (487)
            
          
              ","EAP609/10/1","487 TIFF images","File","Arabic","Arabic","1903","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_10_1/1.jp2/full/!600,300/0/default.jpg"
"48","A Pilgrimage to Mecca","

        This memoir was written by Al-Haj Syanka Athon Chunchie, uncle of Hajiani Matahari Jaleel and recounts the tale of his visit to Mecca in 1934. He went with this wife, Arasan Chunchie, and his sister-in-law, Nona Bintha Chunchie (mother of present owner of document). Physical characteristics of original material: A handwritten document, 37 pages long, each laminated individually. Beautiful, neat handwriting. Signature partly covered with brown tape. Extent and format of original material: hand written memoir, 37 folios. Custodial history: Inherited from Matahari Jaleel's mother, Hajiani Nona Binthan Jainudeen Chunchie. Owner of original material: Matahari Jaleel.

                  
            
              
              View images from this file (37)
            
          
              ","EAP609/11/1","37 TIFF images","File","English","Latin","1934","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_11_1/1.jp2/full/!600,300/0/default.jpg"
"49","Hajj Memories","

        This memoir was written by Binthan Jainudeen Chunchie (the mother of the present owner) and describes her visit to Mecca with her sister and her brother in law, Nona Arasan Chunchie and Syanka Athon Chunchie respectively. This memoir is more about the entry into the Ka’aba whereas the other document, by her brother-in-law, is about the entire journey. Was written on 10th January 2001 when the author was in her nineties, a few years before her passing. Physical characteristics of original material: A two-page document written on white lined paper. Signed by Binthan Jainudeen Chunchie. Extent and format of original material: hand written document, 2 folios. Custodial history: Inherited from Matahari Jaleel's mother, Hajiani Nona Binthan Jainudeen Chunchie. Owner of original material: Matahari Jaleel.

                  
            
              
              View images from this file (2)
            
          
              ","EAP609/11/2","2 TIFF images","File","English","Latin","2001","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_11_2/1.jp2/full/!600,300/0/default.jpg"
"50","Arabic Recitations Notebook","

        Recitations in Arabic and Malay. Some Gundal script. Possibly created in the 1930s. Physical characteristics of original material: Pages are brown. No cover, binding is falling apart, fragile. Handwriting in black and red ink. Extent and format of original material: manuscript, 142 folios, Gnei Noon Carrim's ID, 2 images and one note. Custodial history: The notebook is believed to have been written by Mrs. Dulapandan’s maternal grandfather, Mr. Noor Mohomed, former prison sergeant, who lived in Akbar Town, Hunupitiya. He passed it to his daughter Gnei Noon Carim who gave it to present owner. Owner of original material: Rozeena Dulapandan.

                  
            
              
              View images from this file (145)
            
          
              ","EAP609/12/1","145 TIFF images","File","Arabic, Malay","Arabic","1930s","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_12_1/1.jp2/full/!600,300/0/default.jpg"
"51","Ninety Nine Names of Allah","

        Two hand written pages listing God's names in Arabic with Tamil translation. Physical characteristics of original material: Clear writing. Extent and format of original material: list, 2 folios. Custodial history: Found among Derick Dulapandan's father’s possessions. Father (M. Dulapandan) passed away in 2012. Owner of original material: Derick Dulapandan.

                  
            
              
              View images from this file (2)
            
          
              ","EAP609/13/1","2 TIFF images","File","Arabic, Tamil","Arabic, Tamil","2006?","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_13_1/1.jp2/full/!600,300/0/default.jpg"
"52","Christianity and Islam Notes","

        A diary for the year 1998. Notes regarding various episodes from the Old and New Testament (for example: the birth of Christ) written in it, starting from an entry for January 01, 1998. Has several quotes in Arabic with English translation. Physical characteristics of original material: Recent, in good condition. Extent and format of original material: notes, 108 folios. Custodial history: Found among Derick Dulapandan's father’s possessions. Father (M. Dulapandan) passed away in 2012. Owner of original material: Derick Dulapandan.

                  
            
              
              View images from this file (111)
            
          
              ","EAP609/13/2","111 TIFF images","File","Arabic, English","Arabic, Latin","1998?","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_13_2/1.jp2/full/!600,300/0/default.jpg"
"53","Jawa Jummah Mosque","

        Deed of the Jawa Jummah Mosque in Kinniya. Physical characteristics of original material: Pages brown but intact, held together with staples,signed by Registrar of Lands, Land Registry, Trinco, and dated 20 April 1968. Extent and format of original material: hand written deed, 5 folios. Custodial history: Received from current owner’s father, Mohomed Ehthar Hajiar 1901-1963. Owner of original material: M.E.H.M. Thowfeek.

                  
            
              
              View images from this file (5)
            
          
              ","EAP609/14/1","5 TIFF images","File","English","Latin","1968","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_14_1/1.jp2/full/!600,300/0/default.jpg"
"54","Sinthaby Badulla Diary","

        The notebook gives details of home remedies, grocery lists, land purchase details, marriages and deaths. Some text in Gundal script. Physical characteristics of original material: Pages are brown, pages falling out, no cover, a few loose pages. A patch of ink running through many pages. Dimensions: L 16 W 10 H 0.8. Extent and format of original material: diary, 57 folios. Custodial history: Author is B. Sinthaby – date of birth unknown, died in October 1914. There are many entries but the first one seems to be in 1895. B. Sinthaby’s son was Mahamood Sinthaby. Mahamood Sinthaby’s son, Raheem Sinthaby, was the father of Freeda, current owner. Owner of original material: Gnei Freeda Dole.

                  
            
              
              View images from this file (66)
            
          
              ","EAP609/15/1","66 TIFF images","File","English, Malay, Arabic, Tamil","Arabic, Latin, Tamil","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_15_1/1.jp2/full/!600,300/0/default.jpg"
"55","Diagram Fragment","

        Small diagram fragment containing letters and numbers. Physical characteristics of original material: A small piece of paper, in 3 pieces, separated along the fold. Some places eaten by termites.Dimensions: L 15.5 W 10.5. Extent and format of original material: page fragment, 1 folio. Custodial history: Found inside Sinthaby Badulla Diary. Owner of original material: Gnei Freeda Dole.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/15/2","1 TIFF image","File","Arabic","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_15_2/1.jp2/full/!600,300/0/default.jpg"
"56","Sinthaby Family List","

        Document detailing family members' births, marriages and deaths opening with Mr. Mahamood Sinthaby’s grandfather who died in 1899. Records events going back to 1875. Physical characteristics of original material: One sheet of paper, writing on both sides. Ink is fading. Extent and format of original material: handwritten list, 2 folios. Custodial history: The details of family members’ births were first documented by Mahamood Sinthaby, grandfather of Freeda Dole (nee Sinthaby) and son of B. Sinthaby. Mahamood Sinthaby was born in 1891. Later notes added by his son. Found with Sinthaby Badulla Diary. Owner of original material: Gnei Freeda Dole.

                  
            
              
              View images from this file (2)
            
          
              ","EAP609/15/3","2 TIFF images","File","English","Latin","Early 20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_15_3/1.jp2/full/!600,300/0/default.jpg"
"57","A Grammar of the Malayan Language","

        A copy of the well known Malay Grammar by William Marsden, published in London in 1812. Some text in Gundal. Physical characteristics of original material: In good condition. Bound with a hard cover, blue cloth spine. Dimensions: L 26 W 21 H 2. Extent and format of original material: printed book, 283 folios. Custodial history: Mr. T. S. Jamalon received the book from Mr. T.K. Hannan who was a 4th generation owner of the book. The book was gifted to the Kurunegala Malay Association. Since the Association was inactive at the time of interview and Mr Jamalon was its last president, the book is currently in his custody. Rohanie Hannan, daughter of T.K hannan, told Mr. Jamalon that the book originally belonged to her grandfather’s cousin, Mr. J.N. Hannan. Owner of original material: Gnei Rohanie Hannan, daughter of T.K Hannan is the owner but the book is in T.S Jamalon's custody.

                  
            
              
              View images from this file (290)
            
          
              ","EAP609/16/1","290 TIFF images","File","Malay, English","Arabic, Latin","1812","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_16_1/1.jp2/full/!600,300/0/default.jpg"
"58","Arabic Praises for the Prophet","

        A beautifully illuminated manuscript in Arabic, including a maulud text. Final pages have some interlinear Malay translation. Some text in Gundal. Left unfinished. Physical characteristics of original material: In good condition. Bound with a hard cover. Writing and colors mostly clear. Dimensions: L 26 W 20.5 H 2. Extent and format of original material: manuscript, 119 folios. Custodial history: Mr. T. S. Jamalon received the book from Mr. T.K. Hannan, who gifted it to the Kurunegala Malay Association. Owner of original material: Gnei Rohanie Hannan, daughter of T.K Hannan is the owner but the book is in T.S Jamalon's custody.

                  
            
              
              View images from this file (136)
            
          
              ","EAP609/16/2","136 TIFF images","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_16_2/1.jp2/full/!600,300/0/default.jpg"
"59","Kitab Nujum","

        Astrology book. End missing. Malay, Arabic, Arabu-Tamil, English. Physical characteristics of original material: Small brown notebook – hard cover, pages separated at the spine. Dimensions: L 11 W 6.5 H 0.5. Extent and format of original material: manuscript, 94 folios. Custodial history: Manuscript belonged to Maas Moomineen Ghuice Weerabangsa, born in 1908 and father of current owner. Owner of original material: M.J Weerabangsa.

                  
            
              
              View images from this file (100)
            
          
              ","EAP609/17/1","100 TIFF images","File","Malay, Arabic, English, Tamil","Arabic, Latin, Tamil","1930-","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_17_1/1.jp2/full/!600,300/0/default.jpg"
"60","Arabu-Tamil Verse","

        Four handwritten pages in Arabu-Tamil, verses partly numbered. Physical characteristics of original material: Pages a bit torn, writing clear. Extent and format of original material: handwiritten notes, 4 folios. Custodial history: Found with other materials in the collection. Owner of original material: M.J Weerabangsa.

                  
            
              
              View images from this file (4)
            
          
              ","EAP609/17/2","4 TIFF images","File","Arabic","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_17_2/1.jp2/full/!600,300/0/default.jpg"
"61","Angkatan Menulis Ism","

        Prayers and recitations for a range of occasions, many to be used for protection (i.e guarding one's body and property from danger). Some text in Gundal. Creation dates: unknown, but written in notebook from Girls High School in Kandy which may provide an indication. Physical characteristics of original material: Red hard covered notebook. Part in good condition, in others ink running and difficult to read. Extent and format of original material: manuscript, 61 folios. Custodial history: The handwriting in this book belongs to current owner's grandfather, Maas Tuan Jury Weerabangsa. Owner of original material: M.J Weerabangsa.

                  
            
              
              View images from this file (66)
            
          
              ","EAP609/17/3","66 TIFF images","File","Arabic, Malay, Tamil","Arabic, Latin","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_17_3/1.jp2/full/!600,300/0/default.jpg"
"62","Weerabangsa Family Notes","

        Notes and dates relating to the Weerabangsa family history. Creation dates: Compiled by Maas Tuan Jury Weerabangsa in 1924 in Kurunegala and revised in 1940 in Kandy. Some text in Gundal. Physical characteristics of original material: A large book, coming apart at the spine, pages frayed. Extremely fragile. Some writing illegible. Extent and format of original material: handwritten notes, 158 folios. Custodial history: This book was maintained by M.M.J.Weerabangsa, grandfather of current owner. Owner of original material: M.J Weerabangsa.

                  
            
              
              View images from this file (164)
            
          
              ","EAP609/17/4","164 TIFF images","File","English, Malay, Arabic","Arabic, Latin","1924-1940","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_17_4/1.jp2/full/!600,300/0/default.jpg"
"63","Register of Services","

        First pages (from left to right) list data of offences (for example gaming, cruelty to animals) and outcomes from Hatton court. The entries begin from 10/7/1983. Followed by may pages of writing in Arabu-Tamil, likely older. A note in Arabic and a note in Tamil found between pages. Creation dates: English writing begins with offence committed in 1983. Arabu-Tamil writing undated. Physical characteristics of original material: A large hard cover notebook with sticker that says Register of Services on outer cover. Most writing very clear. Extent and format of original material: handwritten notes, 76 folios. Custodial history: Found with other materials. On the first page there is an address in Kandy. Also the name of B.A.Hussainmiya. Owner of original material: M.J Weerabangsa.

                  
            
              
              View images from this file (86)
            
          
              ","EAP609/17/5","86 TIFF images","File","English, Arabic, Tamil","Arabic, Latin, Tamil","[1983]","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_17_5/1.jp2/full/!600,300/0/default.jpg"
"64","Talqeen Notebook","

        The notebook contains various prayers including one to be recited by a bride’s father to bridegroom. Arabu-Tamil, Arabic, and note in English. Physical characteristics of original material: Small notebook with a red cover. Dimensions: L 10.5 W 8 H 0.3. Extent and format of original material: handwritten notes, 25 folios. Custodial history: Has M.M.G Weerabangsa's name on the back cover, with his address in Trincomalee and the date: August 1972. Owner of original material: M.J Weerabangsa.

                  
            
              
              View images from this file (30)
            
          
              ","EAP609/17/6","30 TIFF images","File","Arabic, English","Arabic, Latin","1972?","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_17_6/1.jp2/full/!600,300/0/default.jpg"
"65","Talai Fatiha Doa","

        The Talai Fatiha poem written by Imam al-'Arus and widely recited among Muslim Tamils and Malays in Sri Lanka, various recitations and advice on Muslim life. Arabic, Arabu-Tamil, Malay, Gundal. Physical characteristics of original material: A lined notebook. Ink running in several places. Extent and format of original material: handwritten, 109 folios. Custodial history: Found with other materials in this collection. Owner of original material: M.J Weerabangsa.

                  
            
              
              View images from this file (115)
            
          
              ","EAP609/17/7","115 TIFF images","File","Arabic, Malay","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_17_7/1.jp2/full/!600,300/0/default.jpg"
"66","Arabu-Tamil Tafsir","

        This book contains doas which contain instructions on how to cure illnesses, how to do astrology (“raasi” in Tamil) based on the date of birth, time of birth, etc. and how to search for auspicious times for various activities. Title page missing. Arabu-Tamil. Physical characteristics of original material: Dark brown hard cover. Titile page missing. Three pages coming out of the book toward the end. Dimensions: L 23 W 15 H 3.5. Extent and format of original material: printed book, 454 folios. Custodial history: The book was found with other religious books which have been given to Mrs. Weerabangsa by her mother. Owner of original material: Maas Maureen Weerabangsa.

                  
            
              
              View images from this file (458)
            
          
              ","EAP609/18/1","458 TIFF images","File","Arabic","Arabic","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_18_1/1.jp2/full/!600,300/0/default.jpg"
"67","Arabu-Tamil Prayerbook","

        Book of prayers and recitations. Note on title page: Kitab Akirat. First printed page has title as Ta'lim al-Sibyan. Printed by Shah al-Hamid, Madras. Arabu-Tamil, Arabic, notes in Tamil and Gundul. Physical characteristics of original material: There are some pencil marks on the first 2 pages. Some notes in Tamil, Arabu-Tamil and Malay. Dimensions:L 16 W 12.5 H 1.5. Some pages frayed. Extent and format of original material: printed book, 201 folios. Custodial history: Title page has name of possible owner: Tuan Qabir (?) Ibnu Mutalif Sarif Adnan. Next page has note in pencil with an indistinguishable name, binti Rahman Uthman Nalawangsa, asking that anyone who borrows the book please return it to owner. Owner of original material: Maas Maureen Weerabangsa.

                  
            
              
              View images from this file (207)
            
          
              ","EAP609/18/2","207 TIFF images","File","Arabic, Tamil","Arabic, Tamil","20th century","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_18_2/1.jp2/full/!600,300/0/default.jpg"
"68","Marriage Registration Record Book","

        Contains records of marriages performed at the Wekande Mosque in Slave Island, Colombo, beginning in 1924. Arabic, Tamil, English, and Arabu-Tamil. Physical characteristics of original material: Pages are brown, the book has no spine, so the pages are held together very loosely. Some pages are torn.Some pages have notes written in Arabu-Tamil. All marriages were officiated by Hadji B. Latiff so his signature appears in the records. Extent and format of original material: record book, 88 folios. Custodial history: Inherited from Farooq Latiff's father, Muyinudeen Buhary Latiff, who inherited the book from his father, Buhary Noordeen Latiff. Owner of original material: Farooq Latiff.

                  
            
              
              View images from this file (182)
            
          
              ","EAP609/19/1","182 TIFF images","File","Arabic, Tamil, English","Arabic, Latin, Tamil","1924-1927","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_19_1/1.jp2/full/!600,300/0/default.jpg"
"69","Malay Progressive Union Letter","

        Letter written on Malay Progressive Union letterhead in 1939. Addressed to Tuan Haj Muhammad Anwar bin Hasan asking for books to staudy Malay. Some text in Gundal. Physical characteristics of original material: Laminated page. Extent and format of original material: letter, one folio. Custodial history: The letter belonged to his grandfather and later his father. Signed by Mr. Emran (initials unclear). Owner of original material: M.H.N Emran.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/20/1","1 TIFF image","File","Malay, English","Latin","1929","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_20_1/1.jp2/full/!600,300/0/default.jpg"
"70","Colombo Apothecaries Letter","

        This letter certifies that M. H. N. Emran’s maternal grandfather was employed at the Colombo Apothecaries from August 1911. The letter is dated 22 November, 1918. Physical characteristics of original material: Laminated page, some small holes and stains. Extent and format of original material: letter, one folio. Custodial history: The letter belonged to his maternal grandfather and was given to Emran by his mother. Owner of original material: M.H.N Emran.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/20/2","1 TIFF image","File","English","Latin","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_20_2/1.jp2/full/!600,300/0/default.jpg"
"71","Ceylon Observer 1928 Letter","

        A fragment of a letter of reference, written in 1928. Due to its condition cannot be read in full and the name of author unclear. Physical characteristics of original material: Very fragile condition, pasted and then laminated.The bottom of the letter is missing, sections in the middle are also damaged, so cannot read the letter in full. Extent and format of original material: letter, one folio. Custodial history: The letter belonged to his maternal grandfather and was given to Emran by his mother. Owner of original material: M.H.N Emran.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/20/3","1 TIFF image","File","English","Latin","1928","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_20_3/1.jp2/full/!600,300/0/default.jpg"
"72","Ceylon Observer 1922 Letter","

        Letter of reference certifying that M. Hassim (M. H. N. Emran’s maternal grandfather) was employed at the Ceylon Observer in 1922. Physical characteristics of original material: Some small holes and stains. Signed by Manager, Ceylon Observer and dated 31 January 1922. Extent and format of original material: letter, one folio. Custodial history: The letter belonged to his maternal grandfather and was given to Emran by his mother. Owner of original material: M.H.N Emran.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/20/4","1 TIFF image","File","English","Latin","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_20_4/1.jp2/full/!600,300/0/default.jpg"
"73","Times of Ceylon Discharge Letter","

        A letter of discharge from the Times of Ceylon for M. Hassim, dated 15th June 1943. Physical characteristics of original material: Laminated page, reasonable condition. Extent and format of original material: letter, one folio. Custodial history: The letter belonged to his maternal grandfather and was given to Emran by his mother. Owner of original material: M.H.N Emran.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/20/5","1 TIFF image","File","English","Latin","1931","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_20_5/1.jp2/full/!600,300/0/default.jpg"
"74","Enter Love Poem","

        A love poem in Sri Lankan Malay. Physical characteristics of original material: Written on lined paper with blue pen. Well kept. Extent and format of original material: poem, two folios. Custodial history: Poem was written in recent years by Bintan Chunchie for an event at the Malay Club, to be read and performed on stage. Owner of original material: Bintan Chunchie.

                  
            
              
              View images from this file (2)
            
          
              ","EAP609/21/1","2 TIFF images","File","Malay","Latin","1990s","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_21_1/1.jp2/full/!600,300/0/default.jpg"
"75","Selected Suras and Recitals","

        A booklet of suras and recitations compiled in memory of the late Nona Fareena Hannan who passed away in 2005. Contains a Dua ul-Slamat in the last two pages. Arabic, Arabu-Tamil, Sinhala, English, Sri Lankan Malay. Physical characteristics of original material: Green cover, well kept. Extent and format of original material: printed booklet, 143 folios. Custodial history: The booklet belongs to Bintan Chunchie. Was distributed by family members of the late Mrs. Hannan on the occasion of almsgiving in her honor in March 2006. Owner of original material: Bintan Chunchie.

                  
            
              
              View images from this file (148)
            
          
              ","EAP609/21/2","148 TIFF images","File","Arabic, Sinhalese, English, Malay","Arabic, Sinhala, Latin","2005","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_21_2/1.jp2/full/!600,300/0/default.jpg"
"76","Rawlins Malay Songs Draft","

        The material is a draft of the book “25 Malay Songs in Sri Lanka Malay Dialect by a Sri Lankan Malay” by Alibah Rawlins. The songs were eventually published in 1986. Physical characteristics of original material: Pages frayed at the edges. Typewritten A4 papers have been pieced or glued together and numbered.Dimensions: L 31.5 W 21.5 H 0.5. Extent and format of original material: typed pages, 38 folios. Custodial history: Alibah Rawlins, author of the poems, passed away in 1997 and Gnei Samlin Packeerally, his eldest daughter, inherited the material. Owner of original material: Gnei Samlin Packeerally.

                  
            
              
              View images from this file (58)
            
          
              ","EAP609/22/1","58 TIFF images","File","Malay","Latin","1970s","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_22_1/1.jp2/full/!600,300/0/default.jpg"
"77","Guru Ismail Religious Manual","

        According to the owner the book describes the teachings of Islam,includes several doas and describes God’s creation of humankind via the alphabet. The teachings are very spiritual and secretive, and could not be accessed without the mediation of a guru. Folder also includes several notes found inside the manuscript. Creation dates: 1941 appears toward the end of the manuscript. Arabu-Tamil, Arabic, Malay, English, Gundal. Physical characteristics of original material: Written in blue, red and black ink as well as pencil. Final few pages in a different hand. Several Illusutrations in colored pencil and pen including of the developing fetus and the Human body drawn using Arabic letters. Several notes found inside the manuscript. Extent and format of original material: handwritten, 138 folios. Custodial history: The book belonged to Binthy’s Mother In Law, Noona Marjan (1917-2010) who studied the teaching from Guru Bachman Ismail. Owner of original material: Sithy Binthy Noorani Deen.

                  
            
              
              View images from this file (149)
            
          
              ","EAP609/23/1","149 TIFF images","File","Arabic, Malay, English","Arabic, Latin","1941","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_23_1/1.jp2/full/!600,300/0/default.jpg"
"78","Malay Letter","

        A letter in Sri Lankan Malay written to Rajioon Singalaxana by his mother. Physical characteristics of original material: Slightly worn out with brown patches on the page. Extent and format of original material: letter, one folio. Custodial history: Kept by the recipient. Owner of original material: Rajioon Singalaxana.

                  
            
              
              View images from this file (1)
            
          
              ","EAP609/24/1","1 TIFF image","File","Malay, English","Latin","1996","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_24_1/1.jp2/full/!600,300/0/default.jpg"
"79","Copy of Marsden Grammar","

        A copy of the Introduction chapter of Marsden’s Introduction to Malay Grammar. A few notes on family toward end. Some text in Gundal. Creation dates: Book published 1812; copied in 1926. Physical characteristics of original material: Pages fraying. A few pages eaten away by bugs. Brown cover. Dimensions: L 37 W 20 H 2.5. Extent and format of original material: handwritten copy of book chapter, 140 folios. Custodial history: Mrs. Rahim's paternal grandfather, Tuan Maas Jury Weerabangsa, copied the book and passed it down to her. Owner of original material: Maas Naleera Rahim.

                  
            
              
              View images from this file (143)
            
          
              ","EAP609/25/1","143 TIFF images","File","Malay, English","Latin","1926","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_25_1/1.jp2/full/!600,300/0/default.jpg"
"80","Wasilan","

        A compilation of wasilan, powerful recitations that are believed to protect the reciter and bring about desired outcomes if used correctly. Physical characteristics of original material: Thick notebook with different coloured pages. Extent and format of original material: handwritten notes, 67 folios. Custodial history: Mrs. Rahim began compiling the book during the last few years of her father’s life, sometime around 1975. Owner of original material: Maas Naleera Rahim.

                  
            
              
              View images from this file (71)
            
          
              ","EAP609/25/2","71 TIFF images","File","English, Malay, Arabic, Tamil","Arabic, Latin, Tamil","1975?","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_25_2/1.jp2/full/!600,300/0/default.jpg"
"81","Gundul Letter","

        Fragments of a letter written in Gundul. Physical characteristics of original material: In fragments, pages disintegrating. Extent and format of original material: letter, 2 folios. Custodial history: Mrs. Rahim believes the letter was written by her grandfather, Tuan Maas Jury Weerabangsa. It was found among her late father's belongings and kept by her. Owner of original material: Maas Naleera Rahim.

                  
            
              
              View images from this file (2)
            
          
              ","EAP609/25/3","2 TIFF images","File","Malay","Arabic","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP609/EAP609_25_3/1.jp2/full/!600,300/0/default.jpg"
